손님,직원
인원은 (person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
아 여보세요. (date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,"네, (time)이고, 인원은 어떻게 되실까요?"
(person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)로 될까요?,네. 인원도 알려주세요.
(person)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date)에 혹시 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
(person)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
안녕하세요. (date)에 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,네. 인원도 알려주세요.
(person) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date)에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 될까요?,인원도 알려주세요.
(person)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 가능할까요?,"(time)이고, 인원을 알려주세요."
(person) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date)에 예약 하려는데 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 가능할까요?,인원도 알려주세요.
(person)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 하고 싶은데 가능한가요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 (person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
(person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
혹시 (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 할게요.,네. 인원도 알려주세요.
(person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
총 (person)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,"네, (time)이고, 인원은 어떻게 되실까요?"
인원은 (person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약을 하고 싶은데 가능할까요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,네. 인원도 알려주세요.
인원은 (person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약 하려구요.,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,네. 인원도 알려주세요.
(person)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date)에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 될까요?,네. 인원도 알려주세요.
(person)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약 가능할까요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,네. 인원도 알려주세요.
(person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,"네, 인원을 알려주세요."
(person)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
(date)에 예약 가능할까요?,가능합니다. 시간을 알려주시겠어요?
(time)로 될까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
총 (person)입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date)에 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 될까요?,"네, 인원을 알려주세요."
(person)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date)에 식당 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)로 할게요.,"네, 인원을 알려주세요."
(person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date)에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
(person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
인원은 (person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 하려는데 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)로 하고 싶은데 가능한가요?,"(time)이고, 인원을 알려주세요."
(person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 하고 싶은데 가능한가요?,인원도 알려주세요.
(person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 하려는데 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 될까요?,네. 인원도 알려주세요.
(person)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)로 할게요.,"네, 인원을 알려주세요."
(person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,"네, 인원을 알려주세요."
인원은 (person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
안녕하세요. (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 될까요?,"네, 인원을 알려주세요."
(person) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date)에 예약 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,인원도 알려주세요.
총 (person)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
안녕하세요. (date)에 예약 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,인원도 알려주세요.
(person) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
(date)에 예약하고 싶은데 가능할까요?,네 가능합니다. 시간을 알려주세요.
(time)로 할게요.,인원도 알려주세요.
인원은 (person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,네 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
총 (person)입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date)에 혹시 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)로 가능할까요?,네. 인원도 알려주세요.
(person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
(person) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
(date)에 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 하고 싶은데 가능한가요?,인원도 알려주세요.
총 (person)입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. (date)에 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 (person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. (date)에 예약 하려는데 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 될까요?,"네, (time)이고, 인원은 어떻게 되실까요?"
(person) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date)에 예약 하려구요.,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 할게요.,"네, 인원을 알려주세요."
(person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
안녕하세요. (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 될까요?,인원도 알려주세요.
총 (person)입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주시겠어요?
(time)로 할게요.,"네, 인원을 알려주세요."
(person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약 하려구요.,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 할게요.,"네, (time)이고, 인원은 어떻게 되실까요?"
(person)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. 혹시 (date)에 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)로 하고 싶은데 가능한가요?,"네, (time)이고, 인원은 어떻게 되실까요?"
(person)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date)에 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)로 할게요.,"(time)이고, 인원을 알려주세요."
(person)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. 혹시 (date)에 예약 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)로 될까요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 (person)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
