손님,직원
여보세요. (date)에 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 (date)로 변경할게요.,"네, 인원을 알려주세요."
(person)이에요.,마지막으로 시간도 알려주세요.
(time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 (date) 가능할까요?,"네, 인원을 알려주세요."
총 (person)입니다.,몇 시로 예약 도와드릴까요?
(time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 (date)로 변경할게요.,네 알겠습니다. 인원을 알려주시겠어요?
(person)이요.,시간을 알려주세요.
(time)으로 할게요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. (date)에 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
(person)이에요.,시간은 어떻게 되시나요?
(time)으로 할게요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
(date)에 예약 하려구요.,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 (date)로 할게요.,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
총 (person)입니다.,마지막으로 시간도 알려주세요.
(time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
혹시 (date)에 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 (date)로 변경할게요.,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
총 (person)입니다.,마지막으로 시간도 알려주세요.
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. (date)에 식당 예약 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
(person)이에요.,마지막으로 시간도 알려주세요.
(time)으로 할게요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그렇군요. 그럼 (date)로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
(person)이에요.,시간은 어떻게 되시나요?
(time)으로 할게요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date)에 예약 하려는데 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,네. 인원도 알려주세요.
인원은 (person)이에요.,시간은 어떻게 되시나요?
(time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date)에 예약을 하고 싶은데 가능할까요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그럼 (date)로 변경할게요.,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
(person)이요.,시간은 어떻게 되시나요?
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
아 여보세요. 혹시 (date)에 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
총 (person)입니다.,시간은 어떻게 되시나요?
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
안녕하세요. (date)에 식당 예약 하려고 하는데,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 (date)로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
(person) 입니다.,시간은 어떻게 되시나요?
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. 혹시 (date)에 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
(person) 입니다.,시간을 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
안녕하세요. (date)에 식당 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 (date)로 할게요.,네. 인원도 알려주세요.
(person)이요.,시간은 어떻게 되시나요?
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
(date)에 예약 가능할까요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 (date) 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
(person)이에요.,마지막으로 시간도 알려주세요.
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. (date)에 예약 가능한가요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 (date)로 변경할게요.,인원도 알려주세요.
(person)이요.,시간을 알려주세요.
(time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date)에 식당 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
(person) 입니다.,시간을 알려주세요.
(time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date)에 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
(person)이요.,마지막으로 시간도 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date)에 예약을 하고 싶은데 가능할까요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 (date)로 변경할게요.,인원도 알려주세요.
(person)이요.,마지막으로 시간도 알려주세요.
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date)에 예약 하려는데 가능한가요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 (date)로 변경할게요.,"네, 인원을 알려주세요."
(person)이에요.,몇 시로 예약 도와드릴까요?
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date)에 예약 가능한가요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,네. 인원도 알려주세요.
총 (person)입니다.,마지막으로 시간도 알려주세요.
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그럼 (date) 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
(person) 입니다.,몇 시로 예약 도와드릴까요?
(time) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
혹시 (date)에 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 (date)로 할게요.,네. 인원도 알려주세요.
(person)이에요.,시간은 어떻게 되시나요?
(time)으로 할게요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date)에 예약 하려는데 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그렇군요. 그럼 (date)로 할게요.,"네, 인원을 알려주세요."
인원은 (person)이에요.,시간은 어떻게 되시나요?
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 (date)로 할게요.,인원도 알려주세요.
인원은 (person)이에요.,마지막으로 시간도 알려주세요.
(time) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date)에 식당 예약 가능한가요?,(date)는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 (date) 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
총 (person)입니다.,시간을 알려주세요.
(time) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약을 하고 싶은데 가능할까요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
(person)이에요.,마지막으로 시간도 알려주세요.
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
혹시 (date)에 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
어. 혹시 (date)가 가능할까요?,네. 인원도 알려주세요.
인원은 (person)이에요.,몇 시로 예약 도와드릴까요?
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그럼 (date)로 변경할게요.,"네, 인원을 알려주세요."
총 (person)입니다.,몇 시로 예약 도와드릴까요?
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
안녕하세요. (date)에 예약 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그럼 (date) 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
(person)이요.,마지막으로 시간도 알려주세요.
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 (date)로 할게요.,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
인원은 (person)이에요.,시간을 알려주세요.
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date)에 예약하고 싶은데 가능할까요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그럼 (date) 가능할까요?,네. 인원도 알려주세요.
(person)이에요.,몇 시로 예약 도와드릴까요?
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date)에 예약하고 싶은데 가능할까요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
어. 혹시 (date)가 가능할까요?,인원도 알려주세요.
(person)이에요.,몇 시로 예약 도와드릴까요?
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date)에 혹시 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
(person) 입니다.,마지막으로 시간도 알려주세요.
(time) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date)에 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
(person) 입니다.,몇 시로 예약 도와드릴까요?
(time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
안녕하세요. (date)에 식당 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,네. 인원도 알려주세요.
(person) 입니다.,시간은 어떻게 되시나요?
(time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 (date)로 변경할게요.,인원도 알려주세요.
총 (person)입니다.,시간을 알려주세요.
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그렇군요. 그럼 (date)로 할게요.,네. 인원도 알려주세요.
(person) 입니다.,몇 시로 예약 도와드릴까요?
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date)에 예약 하려구요.,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그렇군요. 그럼 (date)로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
총 (person)입니다.,시간은 어떻게 되시나요?
(time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date)에 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
어. 혹시 (date)가 가능할까요?,네. 인원도 알려주세요.
(person)이요.,몇 시로 예약 도와드릴까요?
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date)에 혹시 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 (date)가 가능할까요?,"네, 인원을 알려주세요."
인원은 (person)이에요.,시간은 어떻게 되시나요?
(time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date)에 혹시 예약 가능한가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그럼 (date) 가능할까요?,"네, 해당 날짜 가능합니다. 인원은 어떻게 되실까요?"
(person)이요.,마지막으로 시간도 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그렇군요. 그럼 (date)로 할게요.,인원도 알려주세요.
(person)이에요.,마지막으로 시간도 알려주세요.
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. (date)에 식당 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 (date)로 할게요.,"네, 인원을 알려주세요."
(person) 입니다.,시간을 알려주세요.
(time)으로 할게요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
아 여보세요. (date)에 식당 예약 하려고 하는데 가능할가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 (date) 가능할까요?,네. 인원도 알려주세요.
(person) 입니다.,마지막으로 시간도 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
(date)에 예약 가능할까요?,예약이 다 차 다른 날로 예약 진행해드릴까요?
그럼 (date)로 변경할게요.,네 알겠습니다. 인원을 알려주시겠어요?
(person)이에요.,마지막으로 시간도 알려주세요.
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
