손님,직원
(date) (person) 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date) (person) 혹시 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
안녕하세요. (date) (person) 식당 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
시간은 (time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
(date) (person) 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
아 여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,네 가능합니다. 시간을 알려주세요.
(time) 입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. (date) (person) 식당 예약 하려고 하는데,네 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date) (person) 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) 예약 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. (date) (person) 예약 하려는데 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
혹시 (date)에 (person) 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time) 입니다.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞습니다. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) 가능합니다. 시간을 알려주세요.
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date) (person) 혹시 예약 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
아 여보세요. (date) (person) 예약 하려는데 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date) (person) 예약을 하고 싶은데 가능할까요?,(date) 예약 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
아 여보세요. (date) (person) 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date) (person) 예약하고 싶은데 가능할까요?,(date) 가능합니다. 시간을 알려주세요.
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. (date) (person) 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)으로 하려고요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
여보세요. (date) (person) 혹시 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,가능합니다. 시간을 알려주시겠어요?
(time)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date)에 (person) 예약 가능한가요?,(date) (person) 예약 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
안녕하세요. (date) (person) 식당 예약 가능한가요?,(date) 가능합니다. 시간을 알려주세요.
(time)이요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date) (person) 예약 하려구요.,(date) 예약 가능합니다. 시간을 알려주세요.
(time)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date) (person) 예약 하려는데 가능한가요?,(date) 예약 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. (date) (person) 식당 예약 가능한가요?,(date) (person) 예약 가능합니다. 시간을 알려주세요.
(time)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
(date) (person) 예약 가능할까요?,(date) 예약 가능합니다. 시간을 알려주세요.
(time) 입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date) (person) 예약하고 싶은데 가능할까요?,(date) (person) 예약 가능합니다. 시간을 알려주세요.
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. (shop_name) 입니다. 무엇을 도와드릴까요?
여보세요. (date) (person) 예약 하려는데 가능한가요?,(date) (person) 예약 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. (date) (person) 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)으로 하려고요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time)으로 하려고요.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,(date) 가능합니다. 시간을 알려주세요.
(time)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요 (shop_name) 입니다.
(date) (person) 예약 하려구요.,(date) 가능합니다. 시간을 알려주세요.
(time)이요.,확인했습니다. (date) (time) (person)으로 예약했습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
안녕하세요. (date) (person) 예약 가능한가요?,가능합니다. 시간을 알려주시겠어요?
(time)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 혹시 (date) (person) 예약 가능한가요?,(date) (person) 가능합니다. 시간을 알려주세요.
(time)입니다.,네. 확인하번 부탁드립니다. (date) (time) (person) 맞으실까요?
네 맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
(date) (person) 식당 예약 가능한가요?,네 가능합니다. 시간을 알려주세요.
(time)입니다.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,네 (shop_name) 입니다. 예약 도와드릴까요?
여보세요. (date) (person) 식당 예약 가능한가요?,(date) (person) 가능합니다. 시간을 알려주세요.
시간은 (time)이에요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,(m_cate)
(m_cate),(m_cate) 예약 주문 시작
(m_cate) 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. (date) (person) 식당 예약 하려고 하는데 가능할가요?,네 가능합니다. 시간을 알려주세요.
(time)이요.,알겠습니다. (date) (time) (person)으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
